,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,loss,mean_absolute_error,mean_absolute_percentage_error
593,6591.42339447,25.19885923,3.49676975,2261.89019610,11.31203260,2.51675075
594,513.81101531,6.38729269,1.92319261,4243.81763452,19.10427901,3.22623924
595,559.69332005,6.91830221,1.99472574,3373.61300948,15.54649934,2.83071660
596,2163.08244255,11.17133523,2.08227261,2612.87589542,14.01242608,2.68887188
597,3726.26431208,20.80552153,3.79000618,3277.78499110,16.68528973,2.89073204
598,6374.07932078,24.53982771,3.37936674,2963.66759098,15.43364708,2.76918576
599,8837.80513693,26.38796332,3.57494421,3707.06004344,17.80956633,3.02769175
600,14166.54257669,28.58703639,3.29552419,3375.10692299,16.74093868,2.99209872
601,5199.16187749,22.91266497,3.72496137,2651.09049938,13.25949655,2.57609177
602,6561.62974105,20.30127411,3.48980163,2600.20041782,13.77243281,2.66923555
603,5670.82691894,21.66748064,3.18706891,3105.19689026,16.19103190,2.81548887
604,3912.38935081,17.24410512,2.91873030,3666.61254381,17.94834955,3.05881077
605,4881.11622361,18.19647172,2.99214614,4270.47965114,19.10161232,3.17681096
606,3476.71182083,16.75028616,2.61197364,3104.17696670,15.65260155,2.85432603
607,1367.26752918,10.26184602,2.13562397,3148.08389312,14.45341664,2.74251176
608,1680.33515655,13.03879029,2.71776393,3277.90247418,16.89956501,2.89941638
609,9276.00344725,27.36609292,4.13419620,3234.16427292,16.37734820,2.92595316
610,3008.08295426,17.77649111,3.00829438,3659.21763067,16.25243475,2.93374086
611,4221.72391753,17.75835593,2.87119287,3407.08963866,16.86476363,2.98767274
612,904.62495255,8.03048929,2.03419402,3360.21455664,16.58071536,2.94188734
613,1386.56654467,11.55569778,2.44177432,3092.93133893,15.85060828,2.87656845
614,6577.45850099,21.47215087,2.72108072,3372.71521092,16.59120097,2.91182180
615,444.24860401,6.49231520,1.94097468,4013.58310834,17.75950678,3.11023943
616,862.34302087,7.86365414,1.99266599,3884.86345146,17.64442126,3.08532678
617,10503.29064604,28.04807945,3.68620590,2430.87614519,13.59683665,2.67276785
618,2080.45052235,12.60019447,2.71040019,4359.30000773,19.91523153,3.34130163
619,13958.32964064,36.72020631,5.63541235,3027.95688766,15.56280310,2.87489457
620,5600.26111488,19.40840180,2.58861134,3276.59867135,14.91299567,2.82963372
621,290.89045210,5.68806854,1.85676992,2170.37430142,12.57702215,2.51418307
622,3952.62717545,17.55656050,2.55996216,2733.23064410,14.57385699,2.70951472
623,3281.64470242,15.04606533,2.62244335,3219.36559385,15.75392981,2.79814113
624,949.71479905,9.10883737,2.06980781,3448.86381343,15.96722631,2.81461186
625,496.55695116,7.30457144,2.07994989,2241.02725147,13.56836727,2.58191933
626,1425.78837675,11.02307586,2.48117525,2847.25136025,15.44972436,2.83224513
627,7650.95407766,24.70525821,3.59492312,2796.74706130,15.36164542,2.79256702
628,7512.92443630,24.54913171,3.68886508,4127.06509370,18.43705413,3.05021874
629,1976.55037580,11.84374072,2.20200914,3670.90653334,17.23314426,3.01294452
630,512.09507051,6.60502119,1.96260126,3460.51865865,15.88794937,2.95342712
631,2668.62426059,16.25908040,2.84931138,2161.71002531,12.39573617,2.50459897
632,2361.80710428,11.91176550,2.22344457,3294.73417659,16.58264969,2.91672169
633,578.49734846,6.96407485,1.89241343,3036.85259875,15.19616016,2.74601877
634,3462.65630833,18.96834806,3.89970644,2410.82048380,13.66662981,2.60451006
635,2803.44075887,14.66560539,2.36985974,2821.68762999,14.48973051,2.68596596
636,4039.34530581,21.13270112,4.36765509,4245.82381322,18.43397915,3.06563582
637,4249.36171684,18.47768388,2.82196571,2772.24438808,15.39746651,2.87375987
638,2075.87261394,9.01619337,2.10374820,2536.62775832,13.53789441,2.59890533
639,4367.26983773,21.50859412,3.48068366,2504.35681807,14.26619847,2.66482626
640,2306.00821089,14.17905608,2.55500075,2849.94350396,15.20989751,2.70322057
641,11829.93353542,29.32063553,4.70600703,3483.63172727,17.24486539,2.99783276
642,734.60007955,7.55604131,1.91063181,2285.13052525,12.00130354,2.47806148
643,3503.29802440,18.18373537,3.26479578,2415.16177037,14.59876943,2.66573910
644,1082.71098645,10.25273651,2.16327466,3677.18182617,16.24118380,2.84440544
645,8091.36479881,27.12138091,3.68429537,2408.82581264,13.68652899,2.53364342
646,7523.23459015,25.92046570,3.85702522,2959.72539393,16.20694911,2.86819486
647,1189.82693908,9.62957416,1.98010469,4056.18155171,19.03319022,3.26264937
648,8165.75962888,27.44901093,4.02434261,2555.72682746,14.18285039,2.64401541
649,736.39798391,8.55338434,2.11441006,3560.57460370,16.06892238,2.90551871
650,2541.14319490,13.29845043,2.75928852,2373.40551879,12.75577549,2.54953934
651,8862.98304463,25.99210733,3.31145132,2684.98631353,15.38421832,2.81045124
652,1952.24474413,12.51009011,2.12514327,3441.30345636,16.48018056,2.91583172
653,2616.65513191,14.38236505,2.49138953,3477.09910994,17.89120297,3.04657621
654,6656.87434306,23.28365440,3.24449508,3662.50849743,16.12806760,2.87126528
655,10856.31241250,35.09072845,5.54650710,3079.26888140,15.44518841,2.70199516
656,188.06569098,4.71481168,1.70218907,1068.70071098,8.15780335,2.10778659
657,4832.80463586,19.66747477,2.82419437,2682.34840001,14.50326572,2.69867429
658,1231.97560213,9.88963152,2.02098116,2883.42633642,15.26745898,2.74334913
659,1711.31668302,11.21276125,2.07815066,1600.63322754,10.53571042,2.23320569
660,2480.15533990,14.33056003,2.49660638,3564.07305363,16.99490044,2.90504363
661,3920.59717669,18.30126732,2.78253091,2430.61129494,13.82887100,2.55216819
662,5148.65662246,19.92749837,3.11667022,3651.79262519,16.79452180,2.84817993
663,668.63093313,7.85732689,1.94906577,2303.31380172,14.20904864,2.62444250
664,1547.65617697,11.46024192,2.12477715,3853.06826254,17.18077183,2.85723058
665,2489.50271525,13.88212005,2.25373518,2316.69129401,13.96075742,2.56837036
666,1531.90891863,12.30146563,2.40191698,2994.49360172,15.90437718,2.78921920
667,282.71796630,5.31514337,1.71995978,2424.53951132,13.02595758,2.51027893
668,2102.54240289,13.87320655,3.01680611,2231.30848183,12.45994532,2.44209778
669,1898.97286130,12.87398359,2.23126339,2594.35246609,14.42095957,2.63559402
670,554.02591019,6.73653878,1.72066452,2775.07897083,14.99341210,2.64311422
671,713.72914854,8.52604209,2.29071652,2754.03422307,14.90567214,2.68638445
672,769.28060358,8.74698353,2.21226632,2559.59628312,14.30197861,2.58272793
673,2019.26064716,13.79789793,2.34640263,2498.45573746,13.68843183,2.54519076
674,6560.53011685,27.64168267,4.54688161,3342.89237021,17.27019909,2.90049635
675,2420.20432485,14.75794385,2.65772712,3128.12699965,16.40401983,2.86078691
676,6515.28081013,18.84215822,3.32753041,3597.81620669,17.22117536,2.89664511
677,536.68356201,6.33411627,1.67790747,3314.09230328,16.76033158,2.89784936
678,4512.98476371,21.43895035,3.33057953,1944.60481138,11.65102418,2.32965523
679,1037.11278102,11.09407017,2.44643168,2849.90000105,15.45516568,2.71608560
680,5160.80246471,20.08028739,2.86079694,3392.79134162,16.66418775,2.90109039
681,3313.34451165,14.92770157,2.15551386,3450.90195570,15.88881872,2.81617856
682,514.08385029,6.99854701,1.79889944,1778.09032659,12.02496018,2.42809183
683,1696.70812949,12.32407607,2.94579535,2065.75495821,12.55058205,2.43822538
684,2468.13740880,15.51441808,2.79863177,1798.20158593,11.49871551,2.31138789
685,1466.97396218,11.65948869,2.40504925,1884.06491355,11.81560954,2.36898054
686,2885.54850396,18.00956381,3.72344296,3506.52917689,17.31510114,2.95555635
687,3886.88689828,16.93112202,2.71259150,2549.11518680,12.55913272,2.49352268
688,2381.32470022,14.10487974,2.29848874,2068.37473041,12.43564118,2.34368664
689,1063.33678945,8.95296839,1.97774737,2582.14983383,14.85574981,2.65703544
690,8980.37574587,20.35920707,2.97650752,2520.87026157,14.33215436,2.55578414
691,310.02563638,5.20276720,1.58145880,3276.05384901,16.64104859,2.84286792
692,772.48243347,7.55249307,1.74921851,2078.64040597,12.33921789,2.37305474
693,3375.58788345,15.62032224,2.48526203,3486.41861773,17.26814856,2.95384675
694,3118.04357238,16.04166102,2.61703790,2508.00738982,14.63292487,2.71893922
695,2579.82468922,13.59940623,2.67676376,3330.23351155,16.98492371,3.04980654
696,1889.10099712,11.93967115,2.04395783,2322.24685280,13.84459280,2.57817328
697,576.57612302,7.08650978,1.78676690,3219.75527847,16.51361661,2.89662911
698,19152.62773533,36.84302559,5.37362835,3020.64242122,15.21227226,2.74165603
699,1452.18496763,8.52552903,2.16567603,3221.51158884,13.82220512,2.59360388
700,4022.44858859,13.07031679,2.18033844,2030.19514229,12.53334738,2.39098091
701,3059.90391629,13.65786350,2.68951879,2079.07397544,13.45479901,2.52154703
702,4052.00527176,17.82055865,2.74672273,2782.79070915,14.57269489,2.69530755
703,5277.14553405,20.25768742,3.21307696,2790.45282555,15.35577830,2.72857739
704,8555.97084465,28.84173577,4.28026222,2948.95747769,16.13802317,2.84714339
705,2901.77107319,16.22163123,2.64075596,3007.05522444,16.51694860,2.90695540
706,2791.60008176,12.66673833,2.29707990,3780.61332133,18.27351780,3.11367640
707,7827.04210431,21.40995751,2.79571121,3039.54594012,15.30746211,2.76147897
708,15646.08938188,32.49206592,4.98011413,2739.50805032,14.32696138,2.72835350
709,339.67657989,5.46563011,1.68774390,2428.64723977,13.35697442,2.49550002
710,3824.89112691,19.07084447,2.94731204,2141.09655830,13.48514708,2.50294635
711,1267.66078558,10.05153897,1.96118106,3112.81934791,15.73127680,2.73944941
712,4794.93788393,23.71079665,4.38409775,3227.68422501,16.73498421,2.83729875
713,9625.03961903,28.39088247,4.18967834,2836.89935653,15.35311742,2.78021247
714,3069.90515773,15.40456569,2.75939408,2860.77437847,14.45352241,2.65821817
715,7667.64054085,23.11824027,3.22673316,2135.06119416,13.14674214,2.44572270
716,2527.75143652,13.55950563,2.43687844,2382.26928376,13.96247962,2.60684626
717,7188.55059956,20.94377954,3.09638578,2050.19098751,13.58335901,2.47749483
718,7869.65115562,26.07985042,3.93484153,1963.44100062,12.78867108,2.46932446
719,474.48987468,6.47119582,1.69279951,2709.03859893,14.91275449,2.68422230
720,1723.13420455,12.47164808,2.38099652,2921.96795966,16.04785161,2.81298979
721,1228.72533564,10.14292298,2.09158187,2494.12474163,14.76763760,2.76659996
722,4090.22024819,20.06971505,3.02912672,3194.26911389,15.26538997,2.70257181
723,10457.68524136,28.86441932,3.90427578,1719.28737280,10.78123033,2.22297781
724,9518.15199185,26.54128769,3.14038727,2080.03409929,12.82025067,2.43465842
725,1190.84961212,10.22628935,1.99359237,2560.86473573,14.52834735,2.66916985
726,1457.96637965,11.07653409,2.11773044,2571.50578535,15.03337489,2.64019707
727,926.63189785,8.17514278,1.73581575,2863.48093934,16.36349722,2.79495721
728,1471.25197721,11.60886603,2.22741541,2275.08045931,13.42434063,2.47703709
729,8554.00734107,24.41587768,2.80611373,3091.92255465,17.07835872,2.92534837
730,9892.70756101,27.28573994,4.70839062,3564.97639259,17.33979898,2.95214333
731,1211.56854034,6.66900898,1.72073457,3412.28468671,15.83112779,2.90816865
732,930.81310530,8.04218914,2.10040187,3027.50834944,16.45333266,2.83792683
733,15595.11406250,38.19626865,4.91127950,2935.85818684,15.81741383,2.68779034
734,9060.74682193,22.78838870,3.17297595,3799.98263793,17.50797840,2.96365314
735,1286.54721243,11.00734297,2.37017343,2564.95904986,13.35758629,2.49444911
736,3313.84881444,16.84669389,2.66068148,2009.89468704,12.82916182,2.43654609
737,1325.76848022,13.08735766,2.74729620,2982.54571584,16.07691529,2.76605434
738,2456.68181944,15.25573734,2.68397935,2875.23680285,16.51438909,2.95126946
739,1401.62326030,9.85099275,1.90337714,3392.98972883,17.44292643,2.95252364
740,17307.85792677,41.38492240,6.51112772,3637.57583517,17.22051057,3.04237036
741,7361.78979761,26.21909629,3.58313219,2231.92886008,12.65452785,2.43533374
742,7791.52954789,27.17379747,4.29605633,2418.31102292,13.50178042,2.49106285
743,563.61445333,7.85922068,1.98952621,2193.55335441,13.45279982,2.53299679
744,324.44539581,5.54453242,1.68312122,3940.22394147,18.20450526,3.13711243
745,360.73469833,5.95750756,1.67504067,2502.48174364,14.43406557,2.58634199
746,1539.30019119,11.86133915,2.18791604,2863.17892481,15.09920154,2.69704263
747,6230.68812777,23.54658552,3.65174255,1891.61154471,12.72469996,2.35052712
748,6742.03345988,25.01161986,4.05614952,3093.54675783,15.61310474,2.69745464
749,2868.38823105,16.45304856,2.97040260,2394.84923789,13.95441948,2.47106614
750,6712.98472821,21.86395599,3.04225081,3172.72688087,16.06201751,2.83297935
751,1041.94949086,10.95459204,2.34267282,2633.37626976,14.15022724,2.55624661
752,4911.75682135,20.33621420,3.29472362,2827.55292659,15.15135827,2.77225643
753,12691.54483820,34.20098743,5.16217583,2693.72035367,14.88070745,2.64852881
754,1592.08374842,11.72085584,2.45410057,2581.46418087,14.58697110,2.58736814
755,4588.79609471,18.34226739,2.99861477,1743.50238564,11.14461717,2.19177988
756,1775.37303564,9.26835126,1.83572709,2168.50118513,11.99806470,2.28398413
757,1305.27011994,10.76762108,1.99255029,1154.15509054,8.90699834,1.95515203
758,3576.86540745,18.68273710,3.97109755,2022.15849871,12.12232820,2.24208026
759,4164.23176255,17.16961301,2.65777484,3017.25352858,15.44482003,2.59523946
760,10369.04327284,31.50482547,4.38250222,1411.42642393,10.64879560,2.05115429
761,690.60623300,7.76712645,1.68152942,3040.51681125,15.61791900,2.60932328
762,1038.15282851,9.50227563,2.05845591,1922.23268540,12.71028970,2.33780318
763,830.32024210,8.66759228,1.89136844,2873.74628339,14.54185002,2.51378017
764,6203.20832528,23.15028100,3.56631877,1502.19916150,10.48502728,2.06101232
765,2937.50667935,15.90598584,2.70932507,1839.66602566,11.57998982,2.19844245
766,985.77056447,8.95891416,1.75035730,2277.48460493,12.77303877,2.34106837
767,1174.11639286,8.63953777,1.69449243,1810.28185266,12.21103992,2.27111784
768,8008.46819729,23.11021387,4.63103454,2695.56857599,15.16422407,2.64970309
769,3474.96853879,17.58482740,3.20788195,2242.17984348,13.17419261,2.44882956
770,2474.10271645,14.25040540,2.44393123,2301.59547917,13.89565504,2.48734323
771,2838.97451734,15.95667962,2.60219359,2657.09680437,14.41504556,2.47455471
772,2522.62234619,14.00143303,2.36644596,2357.55981471,13.92487858,2.46037576
773,10379.01921856,36.69587182,7.16614891,2073.92508214,13.52336441,2.43539878
774,1843.61707526,15.50990785,3.18268595,1902.07010830,12.82225928,2.36289812
775,875.06547242,9.20453590,1.98945459,2402.28926965,14.81390346,2.61613363
776,1017.64775289,9.42385716,1.78662765,1890.68473903,11.46149211,2.20063700
777,3206.55074342,15.56787316,2.34575867,2742.63439756,15.29436133,2.57485306
778,945.69831086,9.34563499,1.81448953,3409.53442794,17.47956518,2.91073570
779,2175.79602203,13.93050421,2.39954479,2369.69274893,14.18478476,2.54363144
780,385.04874196,6.40722061,1.68599416,2224.05163297,13.27316341,2.55068353
781,5524.09633090,23.14021419,3.46893404,2649.08814068,14.70124289,2.63580193
782,686.64149954,7.11039018,1.65940734,2685.93599313,15.00644320,2.71096626
783,2587.40204660,11.81747311,2.43490994,2888.92465307,15.65960398,2.73996509
784,588.35300003,8.23695197,2.00529113,2324.47965931,13.42456966,2.43113642
785,3343.05439800,15.22924802,2.19973481,2884.23435681,16.52117790,2.91233585
786,2607.16296426,15.51668870,2.86403817,3277.48205355,15.98551748,2.74990380
787,2817.66445934,11.57020717,2.13933787,3113.48642116,16.86395293,2.89784260
788,12516.54458958,37.81135669,5.67577955,3128.99861305,15.95207357,2.79004531
789,6972.36577035,26.60228206,5.06092104,2074.47979023,12.62449161,2.39834714
790,4212.83415124,19.71450037,3.10884736,3513.30392374,17.46102553,3.05268135
791,1891.43829010,10.63743411,2.04366867,2745.53180501,14.61319779,2.67969348
792,144.51330049,4.26913735,1.51368750,1742.16775039,11.42125890,2.25033052
793,249.42898840,5.20895187,1.55325353,2408.92846408,12.63104211,2.34582078
794,2344.22887422,15.64902791,3.09629983,1643.42196108,10.53816953,2.08237122
795,7205.03758056,23.63606066,3.06553514,1759.09458243,12.68016491,2.34011618
796,2238.59052412,17.44671253,3.47897654,2113.94276483,12.11081765,2.25949922
797,700.24240911,8.96649950,1.98153831,1692.49456137,11.28088925,2.15572984
798,703.87263856,8.23317939,1.83343679,2149.49400724,13.35711382,2.42228425
799,870.25259835,7.88072826,1.62921717,2672.19269900,13.91817089,2.47449823
800,4244.21366088,18.99109102,3.06597294,2110.17268436,13.19320036,2.34988360
801,830.76121356,7.85873731,1.58837148,2102.95511772,13.54275007,2.42693707
802,519.56556446,6.43138399,1.69156272,3215.58895198,16.70927394,2.82963451
803,3081.01064549,16.61630994,2.63313931,2465.35648782,14.22113815,2.54366624
804,428.69450032,6.39437470,1.68199015,2814.17984730,15.39367404,2.68039904
805,2595.66065039,13.16820865,2.07125619,2717.04120413,14.67502463,2.56019099
806,6236.77299093,23.14075906,3.43409715,2174.90497898,13.27317378,2.45394869
807,1953.29007683,12.90787591,2.19200530,1873.75779688,12.31581451,2.35432653
808,11192.66080936,34.56247020,5.10966542,2684.86760778,15.21051345,2.64072486
809,1867.73379435,10.92643750,2.04211514,3386.39123013,16.35414676,2.83976099
810,332.67725820,4.99759487,1.51088111,2426.06934546,13.87623222,2.48439167
811,2350.17376477,12.98372053,2.09378146,1889.55510099,12.23941821,2.32032842
812,1802.38211050,9.90740752,1.83667726,2851.65323181,15.65637116,2.74343429
813,5051.65850625,24.70867429,4.61885834,2900.50293363,14.91315638,2.67618814
814,2037.68133953,12.19976385,1.90545224,2214.06684266,13.87997358,2.45438649
815,10601.04825103,32.30281122,4.84144541,1893.40908551,12.45047243,2.32186766
816,4193.27639737,19.86475834,3.33698943,2822.02713318,15.70622495,2.67936177
817,7233.40049677,21.44701265,2.45386554,2844.94527174,15.09308205,2.67381925
818,3500.04661239,16.89837866,2.54091350,1838.08837176,10.89878038,2.22953900
819,452.69204780,6.56733861,1.83806860,2478.40393296,14.79303599,2.70783115
820,3254.55939849,18.45302853,3.03178967,2390.65676686,14.93987310,2.72421628
821,2851.28936025,16.44095332,3.05297688,3309.88231257,17.13107290,2.92645200
822,2550.06832782,13.91083281,2.40412099,2517.17808767,14.92980271,2.79544675
823,13069.24936434,34.72409140,5.33047053,2549.30063141,14.71311951,2.65118594
824,1344.20250613,11.75981097,2.35885304,2599.55576505,13.70768776,2.63993996
825,6318.30580798,22.89251211,2.83728222,2505.32263223,15.06571938,2.66903531
826,1842.15693742,11.47026462,1.90193013,2518.07725086,13.75225870,2.52063405
827,1151.11535379,9.71272801,1.71697879,2317.19649252,13.37380025,2.45140343
828,226.06837233,4.93968032,1.52483590,1507.04116593,11.14311843,2.14048891
829,7535.08702188,26.08391798,4.33672015,1649.40703514,11.83643079,2.22555186
830,1312.06179519,10.12654118,1.81794197,2759.95637654,13.50159576,2.54886263
831,3571.75559067,16.35702561,2.55596075,1763.33435221,12.47646643,2.31885987
832,2388.20881584,14.00129372,2.07420046,3281.38775972,16.44378593,2.87203319
833,6360.39160515,25.76854610,3.72679552,2088.67086344,13.52901791,2.40564429
834,1375.10780987,11.13866655,1.92316309,3762.60029024,17.60572974,2.94496542
835,7499.15325887,24.44075365,3.83167405,1233.34016534,10.05087764,2.03860659
836,1593.26552340,9.53503802,1.91571892,2319.75687460,14.51620475,2.58897444
837,364.35402025,5.44878732,1.50421274,2660.90931054,14.73885848,2.61091663
838,481.08979358,6.57527695,1.60483815,1550.77281840,9.96679149,2.04428091
839,3518.08214289,16.11877475,2.62100302,2045.24594716,12.66978158,2.35709882
840,373.09413886,5.66967016,1.54163768,1831.90661654,11.94298287,2.23720905
841,1587.65339514,12.40760046,2.09305633,2351.42240174,13.75550146,2.44598156
842,3918.19820035,19.11956727,3.13345446,2775.85542023,15.56714687,2.67844118
843,565.97919097,6.69294382,1.77139101,2701.28972199,14.73327369,2.57029667
844,1090.95563974,9.17952818,1.74916860,2823.98502213,15.09660797,2.58172401
845,3245.16821917,16.68300460,2.64942284,1593.03225091,11.53856092,2.17503210
846,4220.43551006,17.60779002,2.65566914,2794.95837283,14.93165297,2.65015276
847,791.23614835,8.64011796,2.03547233,2271.74363345,13.64457450,2.42705144
848,244.45381947,5.01988394,1.49894157,1580.45860347,10.43824356,2.11232944
849,1091.32486953,11.68736636,2.50059980,2171.34877594,13.59183351,2.47058820
850,975.80337171,9.18421916,1.98228001,2256.01250501,13.68706611,2.46776466
851,8431.94505910,23.92583600,3.22042892,3103.92924295,16.66564825,2.90696471
852,458.90110198,6.51087796,1.62723202,4235.95200717,17.78439152,2.97470366
853,373.74880027,5.13999091,1.58825662,1513.07637273,10.78583748,2.13190565
854,3939.89792782,17.57374549,3.02494607,947.54143567,8.08230880,1.84127253
855,1498.24948554,11.12622741,2.01671939,2547.77951939,15.18860505,2.65420521
856,2960.25883544,16.78572019,2.68478737,2253.93982693,13.83116461,2.45991589
857,1957.13730038,14.49548627,2.98816575,2541.51748764,14.35354560,2.49920446
858,9312.04877314,29.21259155,3.78577827,2043.59566001,13.28456429,2.43334314
859,2026.82133687,12.03382875,1.92483515,3186.49805150,16.30405535,2.79868104
860,1498.56804071,14.16635782,2.88844183,2406.36214914,14.16665349,2.52255035
861,3409.74794623,18.84722675,2.98729012,1931.69124456,12.94741485,2.37764468
862,11343.12720414,32.64175513,4.47519422,1730.26241358,11.77159489,2.27146017
863,1083.00259626,10.35299941,2.10252597,2033.43535832,12.74585186,2.38978276
864,8447.00792534,19.38307348,3.06649286,1926.62326829,12.98756563,2.38470010
865,616.02463083,6.85646254,1.60019876,2581.29446225,15.16659507,2.62372238
866,3328.13394995,16.76238521,2.32247888,2199.63055511,12.70608102,2.28790177
867,719.49467146,7.99144381,1.65177861,1893.19447830,12.94383113,2.42173376
868,3619.38259065,20.01193343,3.47021248,1825.07618445,12.97500292,2.39106001
869,5068.84929621,21.11629595,3.29308297,2533.63065538,14.87957596,2.61850013
870,1049.37012400,10.33195347,1.87080736,2649.86776206,14.37664930,2.56872979
871,976.15336263,9.94522675,2.15820601,2733.45983051,16.01945852,2.70576761
872,2107.93451007,12.60946952,1.91058031,2237.31023052,14.64111501,2.60307937
873,2079.14068835,13.36527615,2.31530672,3021.22244678,15.84364989,2.78917926
874,1060.07917292,9.34092731,1.62534896,1559.19762171,11.31940568,2.15732675
875,15619.97532273,40.09147951,6.27255765,2585.04284994,15.11544581,2.51671032
876,4709.65962554,19.23765638,2.55612326,1712.08431055,10.93022478,2.11988958
877,3198.90450247,17.85779835,3.17319719,2300.27145293,14.24088162,2.57306198
878,1787.09362676,10.59067824,1.82299958,1704.71434722,12.05328331,2.36467418
879,4401.40079129,22.57311577,4.29262702,2428.22481959,15.34577722,2.73338153
880,636.30467136,6.50390382,1.54355918,3588.36524919,16.68162320,2.97320647
881,724.74382016,8.20151000,1.80583751,1925.36970932,12.64301982,2.39588675
882,1818.61401415,11.35334065,2.04733583,2099.59817987,13.79066758,2.53767764
883,1131.87846745,8.96669444,2.01873294,3211.79691576,16.58337667,2.88668652
884,803.31243115,7.46520922,1.76682117,2857.73400284,15.17966114,2.75226222
885,1145.95202078,8.45862599,1.59186443,1934.62776693,11.78640152,2.27848862
886,1163.69334778,11.78343584,2.36824689,1313.10599846,9.57233426,2.00219855
887,1809.85243005,12.96987061,2.50058460,2262.23403420,14.79021485,2.59889472
888,4349.13973187,18.65444092,2.31509553,1845.40449339,12.51430196,2.31641961
889,2697.50557776,14.93109398,2.84552243,2778.59588375,14.79713399,2.62719902
890,1478.61160687,6.56787032,1.48030397,1424.25277565,9.96751124,2.05548558
891,1726.91887108,13.37732156,2.97576270,1786.37666945,12.34633960,2.25321115
892,2910.77654421,16.17310189,2.48815000,2794.29420837,15.77770482,2.65480811
893,3875.24653123,16.35365460,2.37996736,2068.01473094,12.62673352,2.26489178
894,898.67237434,8.14962566,1.61131674,2835.30426776,15.38746201,2.68404384
895,2786.71487076,14.19173786,1.89395281,2873.47943609,15.90284118,2.70114253
896,3685.33718253,15.37466140,1.88451108,2200.68019979,13.69784572,2.41020125
897,2498.31748656,13.01120774,1.95098921,2392.21638756,14.39321295,2.52044832
898,2172.86836822,15.50887161,3.11365878,2909.88184759,16.13502545,2.68356891
899,1451.74738444,10.04335278,1.68263071,2307.10945700,13.70814445,2.51394928
900,411.96529046,6.02199658,1.44636380,2125.11232043,12.95163576,2.38596870
901,3515.19475358,16.49944673,2.71046496,1437.88235151,9.54225032,1.89956840
902,5688.06351099,21.60291918,2.63497900,2300.46176061,14.01169787,2.48926386
903,4045.06282775,17.33120203,2.59023638,1695.78213741,11.31275971,2.12955722
904,9195.56361880,25.83456904,3.57466701,2028.85229894,12.90187276,2.37193741
905,638.65654339,6.60933538,1.42557098,1750.15905049,11.76736735,2.27093705
906,1486.86852448,10.18985358,1.71938753,1683.60644527,12.21614608,2.24344117
907,243.92101453,4.67047023,1.31063765,2060.45300023,12.84393681,2.39487586
908,1832.11770985,13.18386891,2.18368123,1824.67797206,11.92784148,2.16308082
909,3235.77980034,14.55120928,2.49774927,1815.98846015,12.48751335,2.19714795
910,756.38373235,7.18497774,1.53856446,2312.90896024,13.99862551,2.49137618
911,2578.55203751,15.58575008,2.54898585,2069.32861689,12.19688864,2.20825009
912,1073.89086884,9.69005790,1.86770570,1485.90177348,10.61275060,2.01246694
913,2583.46346007,13.13288859,2.24389641,1766.19591020,11.78173112,2.19692588
914,6638.39031566,26.43846278,3.71153608,2524.20461514,14.61475088,2.45837934
915,4149.33448401,19.31473316,2.87576941,1348.35347486,9.23166059,1.93947690
916,4411.42337391,18.55828526,3.24276502,1675.38925530,11.68374802,2.13165019
917,5347.27326060,21.67894205,3.06849895,2157.22020849,12.60935300,2.29273771
918,192.87328323,5.04213087,1.36920859,1208.33233193,9.10186048,1.79753381
919,2877.74653792,13.10888394,2.10086112,1137.96366782,8.50769170,1.79718162
920,852.28462249,8.30902509,1.41834784,1644.29093031,11.80718394,2.08013211
921,1237.11143122,9.86000143,1.51800616,1789.03030351,11.64730534,2.10722363
922,7119.20400857,27.28070119,4.07869980,1643.35426553,11.26996383,2.10495938
923,181.77237305,4.01896826,1.17175561,1312.43065502,8.54109719,1.77286277
924,1610.21076358,10.29302093,1.73629383,1132.08873379,9.00597884,1.74340104
925,1474.84846188,12.29797785,2.23314055,1387.91613242,9.82531463,1.86866245
926,488.02789954,7.03744743,1.55060931,2362.90413770,13.87211174,2.48644462
927,9301.46568237,28.11189719,3.84754356,1679.19698781,11.40839680,2.05292982
928,1546.79925557,14.19577758,2.66823089,1296.13237556,9.36618728,1.84306003
929,1924.81483622,11.35564860,1.61699831,2181.91585096,13.67136746,2.48200140
930,1375.78798649,13.79398016,2.73290434,1225.38231605,9.75465711,1.87736919
931,889.46374808,9.52183197,1.66787771,2601.28453586,15.76066731,2.63494619
932,680.24999898,7.04444400,1.40656205,1949.37486733,12.47422604,2.23924116
933,12285.00319959,34.17077385,5.02142383,1628.11240219,10.94818235,1.96004033
934,834.41465776,7.77307129,1.38235380,1825.60760754,11.09225250,1.97544644
935,4414.27383338,18.69182931,2.55212643,1267.40474875,10.19901514,1.89489886
936,1542.41024064,12.69950205,2.33836776,2391.70561335,14.39276905,2.42706536
937,396.01149009,5.89764388,1.35239560,2615.07762938,15.21510690,2.58105818
938,3560.31790719,13.83198102,1.93409856,1568.28818647,11.03313379,2.04219089
939,1157.64203653,10.77341924,2.01853461,1740.60427337,11.37774831,2.09144979
940,6253.95273963,20.89468679,3.60221804,1830.92698280,12.07243866,2.20075802
941,6287.58609791,21.50577736,2.69233360,1420.83466528,10.02504730,1.97202757
942,1025.45562169,8.32211216,1.58213971,2659.89564546,15.10311196,2.56784138
